,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,type_wine,Variety
12125,Germany,Rheingau,Robert Weil,3.8,443,74,2013,white,Riesling
12126,Italy,Venezia,Riff,3.5,443,7,2018,white,Pinot Grigio
12127,United States,Columbia Valley,Chateau Ste. Michelle,3.6,444,10,2017,white,Pinot Gris
12128,Chile,Casablanca Valley,Los Vascos,3.5,444,11,2018,white,Sauvignon Blanc
12129,France,Alsace,Hugel,3.7,446,17,2016,white,Riesling
12130,Chile,Aconcagua Valley,Errazuriz,3.6,446,11,2018,white,Sauvignon Blanc
12131,France,Pouilly-Fumé,Henri Bourgeois,4.1,447,19,2017,white,blend
12132,France,Pouilly-Fumé,Château de Tracy,4.1,447,18,2018,white,blend
12133,Italy,Collio,Marco Felluga,3.8,449,13,2018,white,Pinot Grigio
12134,South Africa,Stellenbosch,Simonsig,3.8,450,6,2019,white,Chenin Blanc
12135,South Africa,Stellenbosch,Stellenrust,4.1,450,18,2017,white,Chenin Blanc
12136,Germany,Rheingau,Leitz,3.8,452,18,2016,white,Riesling
12137,South Africa,Stellenbosch,Simonsig,3.7,455,10,2018,white,Chardonnay
12138,Germany,Pfalz,Georg Mosbacher,3.8,456,11,2018,white,Riesling
12139,United States,Monterey,Talbott,3.6,457,24,2016,white,Chardonnay
12140,Italy,Terre Siciliane,Mandrarossa,3.8,458,11,2018,white,blend
12141,France,Coteaux Varois en Provence,Miraval,4.0,458,20,2015,white,blend
12142,France,Chablis,Jean-Marc Brocard,3.8,460,18,2018,white,blend
12143,France,Chablis,Christian Moreau Pere & Fils,3.9,464,23,2016,white,blend
12144,Italy,Sicilia,Feudo Arancio,3.6,464,7,2017,white,Inzolia
12145,Italy,Terre Siciliane,Cusumano,3.7,465,9,2018,white,blend
12146,New Zealand,Marlborough,Mount Riley,4.1,467,10,2019,white,Sauvignon Blanc
12147,Italy,Alghero,Sella & Mosca,3.7,468,9,2018,white,Torbato
12148,Argentina,Mendoza,Viña Cobos,3.8,468,13,2018,white,Chardonnay
12149,Chile,Maipo Valley,Escudo Rojo,3.5,469,11,2018,white,Chardonnay
12150,Spain,Rueda,PradoRey,3.7,469,9,2018,white,Verdejo
12151,Portugal,Vinho Verde,Anselmo Mendes,3.8,470,8,2018,white,Loureiro
12152,South Africa,Swartland,Allesverloren,3.5,470,10,2018,white,Chenin Blanc
12153,New Zealand,Marlborough,Villa Maria,4.2,470,20,2018,white,Sauvignon Blanc
12154,Spain,Costers del Segre,Raimat,3.6,472,9,2018,white,Chardonnay
12155,Italy,Trentino,Mezzacorona,3.6,472,8,2017,white,Pinot Grigio
12156,Italy,Bianco di Custoza,Monte del Frá,3.8,473,9,2017,white,blend
12157,South Africa,Robertson,De Wetshof,3.7,479,16,2017,white,Chardonnay
12158,South Africa,Stellenbosch,Rustenberg,3.9,479,14,2019,white,Chardonnay
12159,France,Pouilly-Fumé,de Ladoucette,4.4,479,97,2015,white,blend
12160,Spain,Penedès,Jean Leon,3.7,481,14,2018,white,Chardonnay
12161,Chile,Aconcagua Valley,Errazuriz,3.7,482,16,2017,white,Sauvignon Blanc
12162,Italy,Verdicchio dei Castelli di Jesi,Azienda Santa Barbara - Stefano Antonucci,3.8,483,17,2016,white,Verdicchio
12163,Italy,Verdicchio dei Castelli di Jesi,Azienda Santa Barbara - Stefano Antonucci,3.9,483,11,2018,white,Verdicchio
12164,France,Pays d'Oc,Claude Val,3.8,486,5,2018,white,blend
12165,Germany,Mosel,Carl Loewen,4.0,489,8,2018,white,Riesling
12166,Spain,Rueda,Telmo Rodriguez,3.8,489,8,2018,white,blend
12167,South Africa,Stellenbosch,Spier,3.7,490,6,2019,white,Sauvignon Blanc
12168,Germany,Pfalz,Von Winning,3.8,490,14,2015,white,Riesling
12169,Chile,Maipo Valley,Santa Ema,3.7,490,8,2018,white,Sauvignon Blanc
12170,United States,Columbia Valley,Columbia Crest,3.9,491,13,2016,white,Chardonnay
12171,Portugal,Alentejano,Herdade dos Grous,3.8,491,11,2017,white,blend
12172,Germany,Rheinhessen,Kühling-Gillot,3.8,493,11,2018,white,Riesling
12173,France,Sancerre,Domaine du Nozay,3.8,493,38,2017,white,blend
12174,United States,Russian River Valley,Francis Ford Coppola,4.1,493,28,2016,white,Chardonnay
12175,Spain,Rueda,Beronia,3.6,493,8,2018,white,Verdejo
12176,Italy,Terre Siciliane,Firriato,3.6,493,11,2016,white,Grillo
12177,Italy,Vermentino di Sardegna,Santadi,3.7,496,7,2017,white,Vermentino
12178,South Africa,Elgin,Tokara,3.9,497,19,2018,white,Sauvignon Blanc
12179,Other Countries,Other Region,Other Winery,3.6,497,15,2018,white,Sauvignon Blanc
12180,Italy,Toscana,Antinori,3.8,499,9,2019,white,blend
12181,France,Vouvray,Marc Brédif,3.9,500,18,2017,white,blend
12182,Austria,Kamptal,Loimer,3.8,500,10,2018,white,Grüner Veltliner
12183,South Africa,Coastal Region,Nederburg,3.5,502,7,2015,white,Chardonnay
12184,Argentina,Salta,Alamos,3.6,503,9,2017,white,Torrontes
12185,New Zealand,Marlborough,Stoneleigh,3.7,505,11,2018,white,Chardonnay
12186,Germany,Pfalz,Georg Mosbacher,3.9,505,10,2016,white,Riesling
12187,Chile,Central Valley,Miguel Torres,3.6,506,10,2018,white,Sauvignon Blanc
12188,Germany,Rheingau,Kloster Eberbach,3.5,507,11,2018,white,Riesling
12189,Spain,Valdeorras,Rafael Palacios,3.9,508,16,2016,white,Godello
12190,Germany,Rheinhessen,Battenfeld Spanier,3.8,509,14,2016,white,Riesling
12191,Germany,Rheinhessen,Wittmann,3.7,510,12,2017,white,Riesling
12192,Italy,Lugana,Cà dei Frati,4.1,510,15,2018,white,blend
12193,France,Condrieu,E. Guigal,4.2,511,82,2016,white,blend
12194,Spain,Penedès,Torres,3.6,512,6,2019,white,blend
12195,United States,Monterey,Hess Select,3.4,515,13,2017,white,Chardonnay
12196,South Africa,Robertson,Springfield Estate,3.9,517,16,2018,white,Chardonnay
12197,Italy,Veneto,Tommasi,3.5,518,11,2018,white,blend
12198,Italy,Südtirol - Alto Adige,Terlan (Terlano),3.8,520,15,2015,white,Gewürztraminer
12199,Spain,Rueda,Protos,3.8,523,7,2019,white,Verdejo
12200,South Africa,Franschhoek,La Motte Wine Estate,3.6,530,10,2019,white,Sauvignon Blanc
12201,France,Côtes-du-Rhône,Les Dauphins,3.5,531,7,2016,white,blend
12202,Italy,Verdicchio dei Castelli di Jesi,Azienda Santa Barbara - Stefano Antonucci,3.8,532,10,2015,white,Verdicchio
12203,Spain,Valdeorras,Rafael Palacios,4.2,532,40,2015,white,Godello
12204,France,Châteauneuf-du-Pape,Famille Perrin,4.1,532,31,2017,white,blend
12205,Australia,Margaret River,Vasse Felix,3.7,532,21,2017,white,Chardonnay
12206,Italy,Trentino,Mezzacorona,3.8,534,8,2018,white,Pinot Grigio
12207,Chile,Casablanca Valley,Errazuriz,3.5,535,9,2016,white,Chardonnay
12208,Spain,Rías Baixas,Finca Garabelos,4.1,535,17,2017,white,Albariño
12209,France,Mâcon-Villages,Louis Jadot,3.8,536,15,2018,white,blend
12210,South Africa,Stellenbosch,Raats,3.7,536,12,2018,white,Chenin Blanc
12211,Portugal,Vinho Verde,Anselmo Mendes,3.6,538,6,2018,white,blend
12212,United States,Central Coast,William Hill,3.7,539,14,2016,white,Chardonnay
12213,United States,California,Orin Swift,4.0,540,37,2017,white,blend
12214,France,Corton-Charlemagne Grand Cru,Bonneau du Martray,4.4,541,250,2009,white,blend
12215,South Africa,Swartland,Badenhorst,3.7,541,10,2019,white,Chenin Blanc
12216,Italy,Contessa Entellina,Donnafugata,3.8,542,12,2018,white,Chardonnay
12217,France,Sancerre,Château de Sancerre,3.9,543,34,2017,white,blend
12218,France,Côtes-du-Rhône,E. Guigal,3.5,544,13,2017,white,blend
12219,United States,Napa Valley,The Hess Collection,3.8,549,19,2016,white,Chardonnay
12220,Chile,Colchagua Valley,Los Vascos,3.6,550,8,2018,white,Chardonnay
12221,United States,Columbia Valley,Eroica,3.9,551,24,2015,white,Riesling
12222,Germany,Pfalz,Von Winning,3.8,552,8,2018,white,Riesling
12223,Italy,Roero,Bruno Giacosa,3.8,554,21,2018,white,Arneis
12224,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.8,556,11,2018,white,Pinot Grigio
12225,South Africa,Stellenbosch,Simonsig,3.6,557,11,2017,white,Chardonnay
12226,France,Chablis,La Chablisienne,3.7,557,23,2017,white,blend
12227,France,Vin de France,Maison de La Villette,3.9,558,6,2018,white,Chardonnay
12228,Spain,Valdejalón,Botijo Rojo,3.7,559,10,2017,white,blend
12229,United States,Napa Valley,Beringer,3.7,560,23,2013,white,Chardonnay
12230,Germany,Pfalz,Von Winning,3.8,563,10,2018,white,Riesling
12231,Spain,Rías Baixas,Fillaboa,4.0,564,13,2018,white,Albariño
12232,Chile,Casablanca Valley,Casillero del Diablo,3.4,565,8,2019,white,Chardonnay
12233,United States,Columbia Valley,Chateau Ste. Michelle,3.8,567,12,2018,white,Chardonnay
12234,South Africa,Coastal Region,Nederburg,3.7,567,6,2018,white,Sauvignon Blanc
12235,France,Sancerre,Domaine Vacheron,4.0,569,24,2018,white,blend
12236,Italy,Fiano de Avellino,Feudi di San Gregorio,3.8,570,11,2018,white,Fiano
12237,France,Pays d'Oc,Les Jamelles,3.6,570,6,2018,white,Chardonnay
12238,Spain,Rías Baixas,Torres,3.8,571,12,2018,white,blend
12239,South Africa,Robertson,Arabella,3.8,575,6,2019,white,Chenin Blanc
12240,Chile,Casablanca Valley,Montes Alpha,3.8,578,12,2017,white,Chardonnay
12241,Italy,Lugana,Cà Maiol,3.8,579,17,2015,white,blend
12242,Germany,Mosel,Markus Molitor,4.0,580,17,2016,white,Riesling
12243,Italy,Südtirol - Alto Adige,Cantina Kaltern,4.0,583,12,2018,white,Gewürztraminer
12244,France,Sancerre,Henri Bourgeois,3.9,583,26,2018,white,blend
12245,Germany,Pfalz,Reichsrat von Buhl,3.6,585,9,2018,white,Riesling
12246,Spain,Valdeorras,Rafael Palacios,4.2,586,40,2014,white,Godello
12247,Austria,Niederösterreich,Weingut R&A Pfaffl,3.8,587,9,2017,white,Grüner Veltliner
12248,United States,Napa Valley,Robert Mondavi,3.7,590,21,2016,white,blend
12249,Italy,Veneto,Lenotti,4.0,590,5,2018,white,blend
12250,United States,California,The Prisoner,4.1,592,38,2017,white,blend
12251,France,Chablis,Régnard,4.3,596,37,2018,white,blend
12252,South Africa,Robertson,Springfield Estate,4.2,597,13,2019,white,Sauvignon Blanc
12253,Italy,Veneto,Tenuta Sant'Antonio,4.1,600,8,2019,white,Garganega
12254,France,Alsace,Hugel,3.8,601,10,2018,white,blend
12255,Chile,Colchagua Valley,Los Vascos,3.4,602,10,2016,white,Chardonnay
12256,United States,Central Coast,Game of Thrones,3.7,602,20,2016,white,Chardonnay
12257,Italy,Langhe,Gaja,4.2,605,83,2017,white,blend
12258,Germany,Pfalz,Reichsrat von Buhl,3.6,605,11,2017,white,Riesling
12259,Other Countries,Other Region,Other Winery,3.7,606,10,2016,white,Sauvignon Blanc
12260,United States,Los Carneros,Buena Vista,4.0,612,24,2015,white,Chardonnay
12261,South Africa,Stellenbosch,Spier,3.7,615,6,2019,white,Chenin Blanc
12262,Argentina,Mendoza,Crios,3.8,617,13,2019,white,Torrontes
12263,Portugal,Monção e Melgaço,Anselmo Mendes,3.8,617,12,2019,white,blend
12264,Portugal,Vinho Verde,Casa de Vila Nova,3.9,619,9,2017,white,blend
12265,France,Pouilly-Fuissé,Louis Jadot,4.1,621,29,2018,white,blend
12266,Portugal,Douro,Ramos Pinto,4.0,625,11,2018,white,blend
12267,United States,California,Story Ridge Vineyards,4.1,627,8,2018,white,Chardonnay
12268,New Zealand,Marlborough,Silver Moki,4.0,627,7,2019,white,Sauvignon Blanc
12269,France,Pouilly-Fumé,Pascal Jolivet,4.1,627,22,2018,white,blend
12270,Portugal,Lisboa,Porta 6,3.7,628,9,2017,white,blend
12271,Spain,Rioja,Marqués de Cáceres,3.4,630,5,2017,white,blend
12272,New Zealand,Marlborough,Dusky Sounds,4.2,631,10,2019,white,Sauvignon Blanc
12273,Italy,Bolgheri,Poggio Al Tesoro,3.8,637,13,2018,white,Vermentino
12274,Germany,Nahe,Dönnhoff,3.7,641,10,2018,white,Riesling
12275,Spain,Catalunya,Torres,3.5,642,12,2018,white,blend
12276,Italy,Umbria,Antinori,4.1,643,21,2018,white,blend
12277,Other Countries,Other Region,Other Winery,4.0,651,27,2018,white,Assyrtiko
12278,Spain,Rías Baixas,Burgans,3.9,651,10,2018,white,Albarino
12279,South Africa,Franschhoek,Haute Cabrière,3.8,654,12,2018,white,Chardonnay
12280,Other Countries,Other Region,Other Winery,4.1,654,11,2018,white,Chardonnay
12281,Italy,Venezia Giulia,Jermann,4.0,661,17,2018,white,Pinot Grigio
12282,France,Ardèche,Louis Latour,3.6,667,7,2017,white,Chardonnay
12283,Germany,Mosel,Markus Molitor,4.1,672,10,2018,white,Riesling
12284,Italy,Toscana,Gaja,4.2,676,42,2016,white,blend
12285,United States,California,Robert Mondavi Private Selection,3.8,676,12,2018,white,Chardonnay
12286,Australia,South Australia,Penfolds,3.3,678,9,2018,white,Chardonnay
12287,France,Ardèche,Louis Latour,4.0,679,11,2017,white,Chardonnay
12288,Spain,Rueda,José Pariente,3.9,680,11,2019,white,Verdejo
12289,Italy,Toscana,Gaja,4.2,684,42,2017,white,blend
12290,Spain,Rueda,Marqués de Riscal,3.6,691,7,2019,white,Verdejo
12291,Australia,South Australia,Yalumba,3.5,704,12,2018,white,Viognier
12292,United States,Arroyo Seco,Wente,4.0,705,18,2018,white,Chardonnay
12293,Spain,Rioja,Muga,3.7,707,10,2018,white,Fer
12294,Other Countries,Other Region,Other Winery,3.7,708,12,2017,white,blend
12295,Italy,Terre Siciliane,Donnafugata,4.0,710,12,2018,white,blend
12296,United States,Napa Valley,Black Stallion,3.9,710,22,2018,white,Chardonnay
12297,Italy,Menfi,Planeta,4.1,712,33,2017,white,blend
12298,Italy,Colli Orientali del Friuli,Livio Felluga,4.0,714,18,2018,white,Pinot Grigio
12299,Argentina,Mendoza,Catena Alta,4.2,714,28,2017,white,Chardonnay
12300,Italy,delle Venezie,Kris,3.5,716,8,2017,white,Pinot Grigio
12301,France,Pays d'Oc,Laroche,3.4,719,8,2018,white,Chardonnay
12302,United States,Columbia Valley,Chateau Ste. Michelle,3.7,724,12,2012,white,Riesling
12303,South Africa,Coastal Region,MAN,3.6,727,7,2017,white,Chenin Blanc
12304,United States,Central Coast,William Hill,3.7,728,25,2013,white,Chardonnay
12305,France,Mâcon-Villages,Joseph Drouhin,3.8,731,11,2018,white,blend
12306,France,Mâcon-Villages,Joseph Drouhin,3.8,731,14,2018,white,blend
12307,France,Pouilly-Fumé,de Ladoucette,4.0,737,33,2018,white,blend
12308,Spain,Rías Baixas,Terras Gauda,4.1,741,12,2019,white,blend
12309,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.8,748,12,2018,white,blend
12310,Other Countries,Other Region,Other Winery,4.2,756,11,2018,white,Pinot Grigio
12311,Italy,Terre Siciliane,Tasca d'Almerita,3.8,757,9,2018,white,blend
12312,Germany,Rheinhessen,Wittmann,3.9,757,12,2018,white,Riesling
12313,France,Alsace,Trimbach,3.9,760,45,2011,white,Riesling
12314,Australia,South Eastern Australia,19 Crimes,3.6,761,9,2019,white,blend
12315,Italy,Collio,Marco Felluga,3.7,762,12,2017,white,Pinot Grigio
12316,Italy,Umbria,Santa Cristina,3.6,764,7,2018,white,blend
12317,South Africa,Hemel-en-Aarde Valley,Hamilton Russell Vineyards,4.1,768,40,2017,white,Chardonnay
12318,Spain,Rueda,Marqués de Riscal,3.8,772,8,2018,white,Sauvignon Blanc
12319,France,Condrieu,E. Guigal,4.0,776,52,2016,white,blend
12320,Australia,McLaren Vale,d'Arenberg,3.8,780,13,2016,white,Marsanne
12321,Italy,Orvieto,Ruffino,3.7,792,7,2017,white,blend
12322,Germany,Rheingau,Georg Breuer,3.7,795,10,2018,white,Riesling
12323,Italy,Veneto,Anselmi,3.8,796,12,2018,white,blend
12324,Italy,Verdicchio dei Castelli di Jesi,Moncaro,3.5,798,8,2018,white,Verdicchio
12325,Spain,Catalunya,Torres,4.0,806,7,2019,white,blend
12326,Spain,Rioja,Marqués de Murrieta,4.1,807,23,2014,white,blend
12327,Germany,Rheingau,Robert Weil,4.0,817,14,2018,white,Riesling
12328,Spain,Rueda,José Pariente,4.1,827,11,2018,white,Sauvignon Blanc
12329,Portugal,Alentejo,Esporão,4.1,827,13,2018,white,blend
12330,South Africa,Hemel-en-Aarde Valley,Hamilton Russell Vineyards,4.1,830,37,2014,white,Chardonnay
12331,United States,Napa Valley,Stag's Leap Wine Cellars,4.1,837,30,2016,white,Sauvignon Blanc
12332,Portugal,Douro,Niepoort,4.1,838,19,2017,white,blend
12333,Other Countries,Other Region,Other Winery,3.6,844,15,2015,white,Chardonnay
12334,Chile,Aconcagua Valley,Errazuriz,3.7,848,13,2016,white,Chardonnay
12335,Germany,Mosel,Van Volxem,3.8,859,12,2015,white,Riesling
12336,Spain,Catalunya,Torres,4.2,861,5,2019,white,Parellada
12337,Italy,Terre Siciliane,Tasca d'Almerita,3.7,868,8,2018,white,blend
12338,New Zealand,Marlborough,Stoneleigh,3.8,873,11,2019,white,Sauvignon Blanc
12339,Spain,Rueda,Torres,3.7,878,8,2018,white,Verdejo
12340,Chile,Central Valley,Santa Rita,3.3,879,8,2018,white,Chardonnay
12341,France,Chablis,Domaine Laroche,3.8,894,25,2017,white,blend
12342,United States,California,Bogle,3.8,898,14,2018,white,Chardonnay
12343,France,Touraine,Pascal Jolivet,3.8,901,13,2018,white,Sauvignon Blanc
12344,United States,Santa Barbara County,Sandhi,4.1,901,29,2016,white,Chardonnay
12345,France,Chablis,William Fèvre,3.8,904,20,2018,white,blend
12346,Argentina,Salta,Alamos,3.5,905,8,2015,white,Torrontes
12347,Italy,Puglia,Tormaresca,3.6,906,10,2018,white,Chardonnay
12348,Italy,Terre Siciliane,Tasca d'Almerita,3.9,923,10,2017,white,blend
12349,Italy,Vermentino di Sardegna,Argiolas,4.0,930,11,2018,white,Vermentino
12350,Spain,Rías Baixas,Lagar de Cervera,3.9,930,14,2018,white,Albariño
12351,South Africa,Western Cape,Boschendal,3.8,949,11,2018,white,Chardonnay
12352,Spain,Rueda,Marqués de Cáceres,3.5,950,6,2017,white,Verdejo
12353,United States,Columbia Valley,Chateau Ste. Michelle,3.7,953,10,2017,white,Riesling
12354,Italy,Sicilia,Planeta,3.7,961,8,2018,white,blend
12355,Italy,delle Venezie,Livio Felluga,3.8,976,14,2018,white,blend
12356,Argentina,Mendoza,Catena,4.0,979,16,2018,white,Chardonnay
12357,New Zealand,Marlborough,Greywacke,4.1,991,18,2018,white,Sauvignon Blanc
12358,France,Pessac-Léognan,Château Carbonnieux,4.1,1001,40,2016,white,blend
12359,France,Alsace,Hugel,3.7,1006,14,2015,white,Riesling
12360,Other Countries,Other Region,Other Winery,2.6,1011,4,2023,white,blend
12361,France,Val de Loire,Henri Bourgeois,3.7,1011,10,2018,white,Sauvignon Blanc
12362,United States,Monterey,Hess Select,3.6,1023,13,2016,white,Chardonnay
12363,Italy,Venezia Giulia,Jermann,4.3,1036,49,2015,white,blend
12364,Chile,Leyda Valley,Santa Rita,3.8,1059,13,2017,white,Chardonnay
12365,Germany,Rheingau,Leitz,3.8,1060,12,2017,white,Riesling
12366,Italy,Falanghina del Sannio,Feudi di San Gregorio,3.7,1066,9,2018,white,Falanghina
12367,Spain,Somontano,Viñas del Vero,4.1,1075,10,2018,white,Gewürztraminer
12368,Australia,South Eastern Australia,19 Crimes,3.7,1082,9,2018,white,blend
12369,New Zealand,Marlborough,The Ned,4.1,1085,14,2019,white,Sauvignon Blanc
12370,Italy,Sicilia,Planeta,3.5,1087,8,2017,white,blend
12371,United States,California,Woodbridge by Robert Mondavi,3.4,1100,9,2018,white,Chardonnay
12372,Italy,Menfi,Planeta,4.2,1116,23,2018,white,Chardonnay
12373,United States,Napa Valley,Robert Mondavi,3.7,1121,36,2013,white,Chardonnay
12374,Italy,Salento,San Marzano,4.1,1130,11,2018,white,blend
12375,Portugal,Monção e Melgaço,Soalheiro,4.1,1160,13,2019,white,blend
12376,Argentina,Mendoza,Catena Alta,4.2,1179,26,2016,white,Chardonnay
12377,Spain,Rías Baixas,Pazo Barrantes,3.8,1183,20,2016,white,Albariño
12378,New Zealand,Marlborough,Sileni Estates,3.9,1185,10,2019,white,Sauvignon Blanc
12379,Chile,Limarí Valley,Marques de Casa Concha,3.9,1190,17,2017,white,Chardonnay
12380,Austria,Wachau,Domäne Wachau,3.7,1204,7,2018,white,Grüner Veltliner
12381,Austria,Wagram,Leth,3.8,1204,7,2018,white,blend
12382,France,Chablis,Domaine Laroche,3.8,1216,25,2018,white,blend
12383,Portugal,Monção e Melgaço,Adega de Monção,3.8,1219,10,2018,white,blend
12384,Italy,Terre Siciliane,Barone Montalto,3.7,1248,5,2018,white,Pinot Grigio
12385,France,Alsace,Trimbach,3.9,1254,17,2016,white,Gewürztraminer
12386,France,Chablis,Laroche,3.7,1267,22,2018,white,blend
12387,Spain,Rueda,Ramón Bilbao,3.8,1286,8,2018,white,Verdejo
12388,Italy,Trentino-Alto Adige,Colterenzio (Schreckbichl),4.2,1332,9,2019,white,blend
12389,Italy,Vermentino di Sardegna,Argiolas,3.8,1358,10,2018,white,Vermentino
12390,New Zealand,Marlborough,Nau Mai,4.1,1375,7,2019,white,Sauvignon Blanc
12391,United States,Napa Valley,Chateau Montelena,4.4,1423,66,2016,white,Chardonnay
12392,France,Pouilly-Fuissé,Louis Jadot,4.0,1424,28,2017,white,blend
12393,France,Alsace,Hugel,3.8,1462,12,2017,white,blend
12394,New Zealand,Marlborough,Silver Moki,4.2,1466,11,2018,white,Sauvignon Blanc
12395,Italy,Langhe,Ceretto,4.0,1476,16,2018,white,Arneis
12396,New Zealand,Marlborough,Greyrock,4.0,1481,10,2018,white,Sauvignon Blanc
12397,Spain,Rueda,Cune (CVNE),3.6,1493,6,2018,white,Verdejo
12398,France,Chablis,William Fèvre,3.8,1525,21,2017,white,blend
12399,France,Chablis,Jean-Marc Brocard,3.9,1554,19,2018,white,blend
12400,Germany,Rheingau,Schloss Johannisberg,4.1,1590,15,2018,white,Riesling
12401,United States,California,Beringer,3.7,1637,12,2016,white,Chardonnay
12402,Argentina,Mendoza,Catena,3.9,1646,14,2017,white,Chardonnay
12403,France,Côtes-du-Rhône,M. Chapoutier,3.7,1675,11,2017,white,blend
12404,France,Chablis,Joseph Drouhin,4.0,1721,21,2018,white,blend
12405,United States,Columbia Valley,Chateau Ste. Michelle,3.8,1783,9,2018,white,Riesling
12406,United States,Ancient Lakes of Columbia Valley,Charles Smith,3.8,1791,17,2018,white,Riesling
12407,United States,Livermore Valley,Wente,3.9,1823,10,2018,white,Chardonnay
12408,Chile,Casablanca Valley,Montes Alpha,3.8,1846,12,2016,white,Chardonnay
12409,France,Pouilly-Fumé,de Ladoucette,4.1,1903,68,2017,white,blend
12410,Spain,Rías Baixas,Martin Codax,3.8,2021,8,2018,white,Albariño
12411,United States,Los Carneros,Rombauer Vineyards,4.3,2034,40,2018,white,Chardonnay
12412,Portugal,Monção e Melgaço,Anselmo Mendes,3.8,2068,9,2018,white,blend
12413,Spain,Rioja,El Coto,3.7,2100,6,2018,white,blend
12414,Argentina,Mendoza,Alamos,3.6,2151,7,2017,white,Chardonnay
12415,Chile,Casablanca Valley,Casillero del Diablo,3.5,2401,8,2018,white,Sauvignon Blanc
12416,France,Chablis,William Fèvre,3.8,2487,22,2015,white,blend
12417,New Zealand,Marlborough,Brancott Estate,4.0,2504,8,2019,white,Sauvignon Blanc
12418,New Zealand,Marlborough,The Ned,4.1,2554,15,2018,white,Sauvignon Blanc
12419,New Zealand,Marlborough,Cloudy Bay,4.2,3054,27,2019,white,Sauvignon Blanc
12420,United States,Livermore Valley,Wente,3.9,3374,14,2016,white,Chardonnay
12421,Italy,Lugana,Cà dei Frati,4.2,3479,11,2019,white,blend
12422,Italy,Toscana,Antinori,3.9,4064,9,2018,white,blend
12423,New Zealand,Marlborough,Villa Maria,4.1,4082,11,2019,white,Sauvignon Blanc
12424,Spain,Rueda,Marqués de Riscal,3.7,4155,6,2018,white,Verdejo
12425,New Zealand,Marlborough,Oyster Bay,4.0,4423,11,2019,white,Sauvignon Blanc
12426,Portugal,Vinho Verde,Casal Garcia,4.0,4609,5,2023,white,blend
12427,New Zealand,Marlborough,Kim Crawford,3.9,5105,15,2018,white,Sauvignon Blanc
12428,New Zealand,Marlborough,Hans Greyl,4.2,5817,8,2019,white,Sauvignon Blanc
12429,Portugal,Vinho Verde,Casal Garcia,3.7,62980,4,2023,white,blend
12430,France,Crémant de Loire,Langlois-Chateau,3.9,25,14,2017,sparkling,blend
12431,New Zealand,Marlborough,Saint Clair,4.2,25,12,2019,sparkling,Sauvignon Blanc
12432,France,Crémant de Limoux,Prima Perla,3.5,25,14,2023,sparkling,blend
12433,Italy,Südtirol - Alto Adige,Kettmeir,4.0,25,22,2016,sparkling,blend
12434,Germany,Pfalz,Eymann,3.9,25,31,2023,sparkling,blend
12435,Germany,Baden,Griesel & Compagnie,4.0,25,22,2015,sparkling,Riesling
12436,France,Champagne Premier Cru,Henriet-Bazin,4.1,25,25,2023,sparkling,blend
12437,Spain,Cava,Cautiu,3.8,25,9,2023,sparkling,blend
12438,Germany,Baden,Weingut Kilian Hunn,3.5,25,14,2023,sparkling,blend
12439,Italy,Veneto,Le Carline,3.9,25,8,2023,sparkling,blend
12440,Portugal,Alentejo,Sexy,3.7,26,15,2023,sparkling,blend
12441,France,Crémant de Loire,Langlois-Chateau,3.7,26,14,2023,sparkling,blend
12442,United States,Anderson Valley,Roederer Estate,3.9,26,58,2012,sparkling,blend
12443,France,Champagne,Ruinart,4.4,27,269,2007,sparkling,blend
12444,Germany,Pfalz,Eymann,4.0,27,19,2023,sparkling,Riesling
12445,Italy,Toscana,Antinori,3.8,27,41,2011,sparkling,blend
12446,Italy,Conegliano-Valdobbiadene Prosecco Superiore,Val d'Oca,3.6,27,11,2023,sparkling,Prosecco
12447,Italy,Asti,Fontanafredda,3.6,27,15,2017,sparkling,blend
12448,Germany,Rheinhessen,Raumland,3.7,28,28,2008,sparkling,Riesling
12449,Italy,Veneto,Fili,3.5,28,8,2023,sparkling,blend
12450,France,Crémant d'Alsace,Domaine du Moulin de Dusenbach,3.8,28,15,2023,sparkling,blend
12451,Germany,Franken,Castell,4.1,28,18,2023,sparkling,Silvaner
12452,Italy,Piemonte,Borgo Maragliano,3.7,28,23,2016,sparkling,blend
12453,Spain,Cava,Bodegas Langa,3.8,29,8,2023,sparkling,blend
12454,France,Crémant d'Alsace,Jean-Louis Schoepfer,3.7,29,14,2023,sparkling,blend
12455,Italy,delle Venezie,Paladin,3.6,29,6,2023,sparkling,blend
12456,Italy,Moscato d'Asti,Tenimenti Ca'Bianca,3.9,29,7,2019,sparkling,blend
12457,Italy,Moscato d'Asti,Montalbera,3.8,29,10,2017,sparkling,blend
12458,New Zealand,Nelson,Seifried Estate,3.6,29,27,2023,sparkling,blend
12459,Italy,Sicilia,Feudi Branciforti dei Bordonaro,3.6,30,10,2016,sparkling,blend
12460,Spain,Cava,Vilarnau,3.6,30,11,2023,sparkling,blend
12461,Italy,Veneto,Val d'Oca,3.9,30,12,2016,sparkling,blend
12462,Spain,Cava,Torre Oria,3.6,30,13,2023,sparkling,Chardonnay
12463,Australia,McLaren Vale,Fox Creek,3.7,30,19,2023,sparkling,blend
12464,Other Countries,Other Region,Other Winery,3.7,30,10,2023,sparkling,Riesling
